RANK,DRUG NAME,NDC,RXS,RFS,QTY,TOTAL U&C,TOTAL PRICE,TOTAL COST,GROSS MARGIN,PCT MARGIN
591,CEFUROXIME AXETIL 500 MG TA,65862070020,4,0,52,456.78,94.49,120.89,-26.4,0
592,CELECOXIB 100 MG CAPS,59762151601,8,6,1035,4923.77,985.18,190.44,794.74,80.6
593,CELECOXIB 100 MG CAPS,16714073201,1,1,120,572.46,79.12,8.64,70.48,89
594,CELECOXIB 200 MG CAPS,93716601,7,5,780,6033.3,767.94,1553.88,-785.94,0
595,CELECOXIB 200 MG CAPS,16714073301,7,8,480,3768.08,1407.02,38.1,1368.92,97.2
596,CELECOXIB 200 MG CAPS,591282501,1,0,30,237.43,237.43,200.7,36.73,15.4
597,CENTRUM SILVER ULTRA MEN'S,5475850,1,9,300,132.3,36,27.6,8.4,23.3
598,CEPACOL EXTRA STRENGTH,63824073016,3,0,64,94,20,160,-140,0
599,CEPACOL SORE THROAT EX ST 1,63824071516,2,0,32,25.88,12,902.42,-890.42,0
600,CEPACOL SORE THROAT LOZENGE,11509020440,1,0,18,12.82,9,19,-10,0
601,CEPHALEXIN 250 MG CAPS,67877022001,1,0,40,44.92,21.05,3.22,17.83,84.7
602,CEPHALEXIN 250 MG CAPS,42043014005,2,0,56,54.92,17,89.6,-72.6,0
603,CEPHALEXIN 250 MG/5ML SUSR,68180044101,1,0,300,96.25,15.84,33,-17.16,0
604,CEPHALEXIN 250 MG/5ML SUSR,24979015514,2,0,300,106.25,30.33,43.5,-13.17,0
605,CEPHALEXIN 500 MG CAPS,93314701,5,0,97,183.45,14.02,20.05,-6.03,0
606,CEPHALEXIN 500 MG CAPS,68180012202,35,1,823,1368.72,198.76,74.18,124.58,62.6
607,CEPHALEXIN 500 MG CAPS,93314705,7,0,170,299.18,55.1,33.22,21.88,39.7
608,CEPHALEXIN 500 MG CAPS,65862001905,4,0,102,163.42,38.44,8.86,29.58,76.9
609,CEPHALEXIN 500 MG CAPS,67877021905,2,0,61,140.2,7.37,4.94,2.43,32.9
610,CEPHALEXIN 500 MG CAPS,67877021901,6,0,144,343.73,31.65,13.48,18.17,57.4
611,CEPHALEXIN 500 MG CAPS,61442016201,1,0,21,38.89,2.83,2.31,0.52,18.3
612,CERAVE CREA,187137316,1,8,4077,204.93,135,97.98,37.02,27.4
613,CERTAVITE/ANTIOXIDANTS TABS,904264146,1,0,14,10.94,1,326.66,-325.66,0
614,CETAPHIL MOISTURIZING CREA,299391716,2,2,1816,90.48,62,46,16,25.8
615,CETAPHIL MOISTURIZING CREA,299391746,3,1,1815,93.89,70,3605.94,-3535.94,0
616,CETAPHIL MOISTURIZING LOTN,299391816,1,3,1892,80.28,51,36.46,14.54,28.5
617,CETIRIZINE HCL 1 MG/ML SOLN,51991083716,1,0,150,55.61,2.49,2.8,-0.31,0
618,CETIRIZINE HCL 1 MG/ML SOLN,51672210208,3,8,1650,246.73,127.43,38.83,88.6,69.5
619,CETIRIZINE HCL 10 MG TABS,536104105,51,94,4507,1830.09,1076.7,183.58,893.12,82.9
620,CETIRIZINE HCL 10 MG TABS,16571040210,13,31,1273,3614.85,247.29,85.74,161.55,65.3
621,CETIRIZINE HCL 5 MG TABS,378363501,1,5,180,508.92,60,16.96,43.04,71.7
622,CETIRIZINE-PSE ER 5-120 MG,45802072162,3,2,240,265.2,117.8,159.49,-41.69,0
623,CEVIMELINE HCL 30 MG CAPS,54033425,2,0,180,647.56,123.51,192.04,-68.53,0
624,CHANTIX 1 MG CONT MONTH BOX,69046903,4,0,224,2062.24,1779.23,1617.84,161.39,9
625,CHANTIX 1 MG TABS,69046956,2,2,224,2062.24,1643.72,1617.84,25.88,1.5
626,CHANTIX STARTING MONTH BOX,69047103,8,1,477,4640.13,3706.59,3640.14,66.45,1.7
627,CHAPSTICK REGULAR,573190050,3,0,12,42,26,315.96,-289.96,0
628,CHARCOAL 200 MG CAPS,43292055843,1,0,100,14.2,20,900,-880,0
629,CHERATUSSIN AC SYRUP,603107558,1,0,240,34.16,15,9.06,5.94,39.6
630,CHEW-VITES-IRON TABLET CHEW,536344901,1,0,30,11.55,1.56,0.9,0.66,42.3
631,CHILD CETIRIZINE HCL 1 MG/M,54838055240,1,0,100,40.5,1.52,4.53,-3.01,0
632,CHILD CHEW + IRON TAB CHEW,904053660,1,1,60,21.48,3.7,1.2,2.5,67.5
633,CHILD CHEW VITAMIN TABLET,904262160,4,2,360,72.66,7.99,6.48,1.51,18.8
634,CHILD PAIN-FEVER 160 MG/5 M,536012297,6,6,1500,168,38.87,21.51,17.36,44.6
635,CHILDREN IBUPROFEN 100 MG/5,904530909,4,1,600,68.75,15.5,14.6,0.9,5.8
636,CHILDREN IBUPROFEN 100 MG/5,113089734,2,0,240,27.14,4.94,8.08,-3.14,0
637,CHLORASEPTIC WARM HONEY LEM,67811210256,1,0,1,10.05,7,4.55,2.45,35
638,CHLORDIAZEPOXIDE-CLIDINIUM,51293060701,1,3,360,1891.4,279.39,540,-260.61,0
639,CHLORDIAZEPOXIDE-CLIDINIUM,76439030210,2,3,388,2045.39,271.56,477.96,-206.4,0
640,CHLORHEXIDINE 0.12% RINSE,116200116,73,56,66227,2752.32,878.61,313.63,564.98,64.3
641,CHLORHEXIDINE GLUCONATE 0.1,69339013817,2,0,946,163.78,10.82,48.46,-37.64,0
642,CHLORPROMAZINE 100 MG TAB,832030300,22,24,3460,51968.44,21080.5,25685.84,-4605.34,0
643,CHLORPROMAZINE 100 MG TAB,781591601,1,2,90,1155.39,667.49,742.66,-75.17,0
644,CHLORPROMAZINE 100 MG TAB,51079051620,1,0,120,2678.39,899.68,1392.21,-492.53,0
645,CHLORPROMAZINE 200 MG TAB,832030400,15,22,2910,66840.22,25490.15,30150.01,-4659.86,0
646,CHLORPROMAZINE 200 MG TAB,781591701,10,8,1395,25099.17,14446.06,16621.93,-2175.87,0
647,CHLORPROMAZINE 200 MG TAB,51079051720,1,0,60,1600.97,483.88,1156.11,-672.23,0
648,CHLORPROMAZINE 25 MG TABLET,832030100,3,3,540,4186.08,1962.77,1901.7,61.07,3.1
649,CHLORPROMAZINE 25 MG TABLET,781591401,1,0,90,562.82,343.47,427.44,-83.97,0
650,CHLORTHALIDONE 25 MG TABS,378022201,3,5,360,514.44,269.42,312.84,-43.42,0
651,CHLORTHALIDONE 50 MG TABS,378021301,3,1,180,307.9,163.52,192.86,-29.34,0
652,CHOLESTYRAMINE 4 GM PACK,185094098,1,1,120,424.3,150,219.94,-69.94,0
653,CHOLESTYRAMINE 4 GM PACK,49884046565,2,1,180,636.45,361.4,177.96,183.44,50.7
654,CHOLESTYRAMINE LIGHT PACKET,185093998,1,2,180,633.18,329.15,328.11,1.04,0.3
655,CIALIS 10 MG TABS,2446330,1,0,6,490.96,420,384.76,35.24,8.3
656,CIALIS 20 MG TABS,2446430,0,2,12,1001.36,797.66,785.08,12.58,1.5
657,CIALIS 5 MG TABS,2446230,0,1,30,420.4,343.58,328.32,15.26,4.4
658,CICLOPIROX 0.77 % GEL,574206130,3,6,270,816.03,367.53,292.5,75.03,20.4
659,CICLOPIROX 0.77 % GEL,68462045535,2,2,120,443.76,140.14,105.32,34.82,24.8
660,CICLOPIROX 0.77 % GEL,47781053084,2,0,75,273.01,104.25,1416.66,-1312.41,0
661,CICLOPIROX 0.77% CREAM,713063815,2,0,30,118.24,21.36,27.98,-6.62,0
662,CICLOPIROX 0.77% CREAM,45802013811,7,4,450,957.39,252.52,66.15,186.37,73.8
663,CICLOPIROX 0.77% CREAM,51672131802,8,5,480,947.47,399.72,120.91,278.81,69.7
664,CICLOPIROX 0.77% CREAM,51672131808,2,3,300,462.49,202.59,29,173.59,85.6
665,CICLOPIROX 0.77% TOPICAL SU,45802040046,4,4,540,1377.99,653.17,756.08,-102.91,0
666,CICLOPIROX 0.77% TOPICAL SU,45802040049,1,2,90,248.43,110.69,161.79,-51.1,0
667,CICLOPIROX 1 % SHAM,45802040109,1,0,120,103.6,30,16.94,13.06,43.5
668,CICLOPIROX 8 % SOLN,45802014167,15,11,36,6328.16,1350.48,293.04,1057.44,78.3
669,CICLOPIROX 8 % SOLN,781710660,4,0,4,721.8,100,71.52,28.48,28.4
670,CIMETIDINE 300 MG/5 ML SOLN,50383005008,2,8,1500,725.9,217.33,145.96,71.37,32.8
671,CIPRODEX 0.3-0.1 % SUSP,65853302,14,0,14,4106.48,3425.71,3173.24,252.47,7.3
672,CIPROFLOXACIN 0.3% EYE DROP,61314065610,1,2,30,313.32,38.78,25.17,13.61,35
673,CIPROFLOXACIN 0.3% EYE DROP,17478071410,2,0,10,40.4,19.31,16.86,2.45,12.6
674,CIPROFLOXACIN 0.3% EYE DROP,61314065605,2,0,10,114.62,18.94,55,-36.06,0
675,CIPROFLOXACIN HCL 250 MG TA,16571041110,1,0,14,72.09,15.13,2.34,12.79,84.5
676,CIPROFLOXACIN HCL 250 MG TA,55111012601,8,0,84,452.54,81.13,10.6,70.53,86.9
677,CIPROFLOXACIN HCL 250 MG TA,143992701,2,0,20,111.87,10.92,2.4,8.52,78
678,CIPROFLOXACIN HCL 500 MG TA,55111012705,37,0,594,3299.63,190.94,121.78,69.16,36.2
679,CIPROFLOXACIN HCL 500 MG TA,16714065202,15,0,244,1499.66,86.42,17.13,69.29,80.1
680,CIPROFLOXACIN HCL 500 MG TA,143992801,2,0,26,159.55,4.66,5.83,-1.17,0
681,CIPROFLOXACIN HCL 500 MG TA,16252051501,11,0,168,1001.87,41.92,31.32,10.6,25.2
682,CIPROFLOXACIN HCL 500 MG TA,16571041210,2,0,34,196.51,11.95,6.78,5.17,43.2
683,CIPROFLOXACIN HCL 500 MG TA,16571041250,5,0,76,424.84,18.68,15.15,3.53,18.8
684,CIPROFLOXACIN HCL 750 MG TA,16714065301,1,0,28,165.17,8.02,6.62,1.4,17.4
685,CITALOPRAM HBR 10 MG TABLET,13668000901,7,13,600,1748.2,109.65,14.5,95.15,86.7
686,CITALOPRAM HBR 10 MG TABLET,185037101,7,6,449,1233.94,70.96,179.12,-108.16,0
687,CITALOPRAM HBR 20 MG TABLET,13668001005,6,13,570,1650.72,65.14,12.33,52.81,81
688,CITALOPRAM HBR 20 MG TABLET,69097082312,8,16,720,1973.28,171.51,17.78,153.73,89.6
689,CITALOPRAM HBR 20 MG TABLET,69097082307,1,2,90,258.06,32.51,3.3,29.21,89.8
690,CITALOPRAM HBR 20 MG TABLET,55111034301,1,3,120,345.8,14.44,14.4,0.04,0.2
691,CITALOPRAM HBR 20 MG TABLET,60505251901,1,2,90,260.37,32.52,22.5,10.02,30.8
692,CITALOPRAM HBR 20 MG TABLET,65162005310,1,0,10,35.62,10.3,0.65,9.65,93.6
693,CITALOPRAM HBR 40 MG TABLET,69097082407,4,4,240,714.64,79.76,10.8,68.96,86.4
694,CITALOPRAM HBR 40 MG TABLET,57664050918,3,5,210,609.62,71.56,8.04,63.52,88.7
695,CITRATE OF MAGNESIUM,11344068638,6,0,600,60,15.98,0,15.98,100
696,CITROMA 1.745 GM/30ML SOLN,869066738,2,0,297,21.24,5,2,3,60
697,CLARITHROMYCIN 250 MG TABS,781196160,3,0,48,318.72,28.73,465.63,-436.9,0
698,CLARITHROMYCIN 250 MG/5 ML,781602346,1,0,100,190.62,102.63,99,3.63,3.5
699,CLARITHROMYCIN 500 MG TABS,54003721,2,0,40,260.6,33.61,28.4,5.21,15.5
700,CLARITHROMYCIN 500 MG TABS,527193206,8,0,176,1138.64,116.3,112.64,3.66,3.1
701,CLARITHROMYCIN 500 MG TABS,65862022660,1,0,28,178.42,11.64,16.84,-5.2,0
702,CLARITHROMYCIN 500 MG TABS,781196260,2,0,34,224.51,24.38,33.21,-8.83,0
703,CLARITIN 10 MG TAB,4110008016,1,2,90,30,30,0,30,100
704,CLEAN,1212211,2,0,2,20.2,0,0.2,-0.2,0
705,CLEAR AWAY PLANTAR SYSTEM,11017011001,2,1,72,50.28,30,20.28,9.72,32.4
706,"CLICKFINE 31G X 5/16"" NDL",8396900200,1,4,500,405,323,70,253,78.3
707,CLIND PH-BENZOYL PEROX 1.2-,45802073684,0,2,90,426.88,130.58,83.36,47.22,36.1
708,CLINDAMYCIN 2% VAGINAL CRM,168027740,2,0,80,280.64,107.56,117.82,-10.26,0
709,CLINDAMYCIN 300MG CAP,591312001,2,0,51,209.56,45,10.2,34.8,77.3
710,CLINDAMYCIN HCL 150 MG CAPS,63304069205,9,1,230,374.02,57.43,50.8,6.63,11.5
711,CLINDAMYCIN HCL 150 MG CAPS,591570801,3,0,77,121.71,20.38,8.2,12.18,59.7
712,CLINDAMYCIN HCL 150 MG CAPS,63304069201,1,0,57,77.91,4.44,3.38,1.06,23.8
713,CLINDAMYCIN HCL 150 MG CAPS,59762332801,1,0,28,43.35,2.56,3.6,-1.04,0
714,CLINDAMYCIN HCL 300 MG CAPS,63304069301,6,1,152,634.95,75.51,47.65,27.86,36.8
715,CLINDAMYCIN HCL 300 MG CAPS,59762501002,11,0,301,1241.52,120.32,201.27,-80.95,0
716,CLINDAMYCIN HCL 300 MG CAPS,65862018601,12,0,245,1030.61,76.75,200.85,-124.1,0
717,CLINDAMYCIN HCL 300 MG CAPS,591293201,3,0,90,364.52,40.47,79.92,-39.45,0
718,CLINDAMYCIN PEDIATR 75 MG/5,16714048301,2,0,500,330.4,69.8,77.05,-7.25,0
719,CLINDAMYCIN PH 1% GEL,59762374302,1,5,360,993.54,539.03,493.98,45.05,8.3
720,CLINDAMYCIN PH 1% GEL,168020230,5,3,240,909.2,359.5,327.15,32.35,8.9
721,CLINDAMYCIN PH 1% GEL,59762374301,4,22,780,2505.62,1226.14,990.37,235.77,19.2
722,CLINDAMYCIN PH 1% GEL,168020260,5,1,360,1180.2,490.59,365.28,125.31,25.5
723,CLINDAMYCIN PH 1% SOLUTION,52565001829,1,0,30,50.8,23.16,12,11.16,48.1
724,CLINDAMYCIN PH 1% SOLUTION,45802056202,2,1,180,203.64,68.23,129.89,-61.66,0
725,CLINDAMYCIN PH 1% SOLUTION,168020160,1,1,120,176.68,33.57,87.79,-54.22,0
726,CLINDAMYCIN PHOS 1% PLEDGET,61748020160,2,0,120,112.78,28.42,52.7,-24.28,0
727,CLINDAMYCIN PHOS 1% PLEDGET,45802026337,5,6,660,658,439.29,275.29,164,37.3
728,CLINDAMYCIN PHOSP 1% LOTION,168020360,5,0,300,771.1,406.45,548.05,-141.6,0
729,CLINDAMYCIN PHOSP 1% LOTION,59762374401,1,0,60,130.18,60,40.31,19.69,32.8
730,CLINDAMYCIN PHOSPHATE 1% FO,45802066033,1,0,100,540.68,371.48,365,6.48,1.7
731,CLINDAMYCIN-BENZOYL PEROX 1,378868854,1,0,50,435.34,98.2,199.18,-100.98,0
732,CLINDAMYCIN-BENZOYL PEROX 1,68682019025,2,0,50,428.36,229.81,1974,-1744.19,0
733,CLINDESSE 2 % CREA,45802004201,1,0,5,156.14,111.27,116.91,-5.64,0
734,CLOBAZAM 10 MG TABS,54052625,8,1,495,9875.93,1863.99,1403.67,460.32,24.6
735,CLOBETASOL 0.05% CREAM,51672125803,4,4,435,3407.38,366.57,471.61,-105.04,0
736,CLOBETASOL 0.05% CREAM,168016360,0,3,180,1406.85,109.26,655.29,-546.03,0
737,CLOBETASOL 0.05% CREAM,168016315,1,0,15,138.23,99.91,13,86.91,86.9
738,CLOBETASOL 0.05% CREAM,168016346,1,0,45,394.69,394.69,183.08,211.61,53.6
739,CLOBETASOL 0.05% CREAM,50383026760,2,1,180,1406.85,397.23,218.46,178.77,45
740,CLOBETASOL 0.05% OINTMENT,50383026860,2,2,240,2117.96,103.13,746.88,-643.75,0
741,CLOBETASOL 0.05% OINTMENT,168016260,1,1,120,1058.98,886.14,560,326.14,36.8
742,CLOBETASOL 0.05% SOLUTION,63646050050,1,0,50,130,50.04,37,13.04,26
743,CLOBETASOL EMOLLIENT 0.05%,51672129701,1,12,195,910.39,412.16,328.29,83.87,20.3
744,CLOBETASOL EMOLLIENT 0.05%,51672129703,1,0,60,250.12,40.21,108.41,-68.2,0
745,CLOBETASOL EMOLLIENT 0.05%,168030160,1,0,60,282.53,219.03,150,69.03,31.5
746,CLOMIPHENE CITRATE 50 MG TA,49884070155,4,0,42,330.64,95,30.79,64.21,67.5
747,CLOMIPHENE CITRATE 50 MG TA,93004103,1,0,5,44.27,15,7.1,7.9,52.6
748,CLOMIPRAMINE HCL 25 MG CAPS,51672401106,12,4,522,6028.3,3343.76,1913.85,1429.91,42.7
749,CLOMIPRAMINE HCL 50 MG CAPS,781203701,1,1,60,694.52,269.6,196.67,72.93,27
750,CLOMIPRAMINE HCL 50 MG CAPS,51672401206,11,2,690,7886.98,3130.89,3619.62,-488.73,0
751,CLOMIPRAMINE HCL 50 MG CAPS,51672401205,1,0,60,684.52,276.5,441.14,-164.64,0
752,CLOMIPRAMINE HCL 75 MG CAPS,781204701,2,0,58,672.03,284.33,113.1,171.23,60.2
753,CLOMIPRAMINE HCL 75 MG CAPS,51672401306,4,0,120,1389.04,799.38,600,199.38,24.9
754,CLONAZEPAM 0.25 MG TBDP,555009596,1,0,30,48.96,25,14.42,10.58,42.3
755,CLONAZEPAM 0.5 MG TABS,43547040611,103,0,5757,5341.94,488.25,154.94,333.31,68.2
756,CLONAZEPAM 0.5 MG TABS,93083210,35,0,1584,1536.39,219,76,143,65.2
757,CLONAZEPAM 0.5 MG TABS,16714075202,13,0,615,559.53,60.97,30.76,30.21,49.5
758,CLONAZEPAM 0.5 MG TABS,16714046902,8,0,300,289.52,54.34,15,39.34,72.3
759,CLONAZEPAM 0.5 MG TABS,378191001,3,0,150,142.42,35.02,3.07,31.95,91.2
760,CLONAZEPAM 0.5 MG TABS,93083201,5,0,224,217.77,31.57,3.61,27.96,88.5
761,CLONAZEPAM 0.5 MG TABS,228300350,1,0,30,31.31,3.99,0.71,3.28,82.2
762,CLONAZEPAM 0.5 MG TABS,185006310,4,0,180,155.58,18.64,12.3,6.34,34
763,CLONAZEPAM 0.5 MG TABS,93083205,10,0,480,459.52,66.41,10.97,55.44,83.4
764,CLONAZEPAM 0.5 MG TABS,16729013616,4,0,155,156.16,3.71,73.41,-69.7,0
765,CLONAZEPAM 0.5 MG TBDP,555009696,1,0,30,48.9,22.01,16.34,5.67,25.7
766,CLONAZEPAM 1 MG TABS,43547040711,115,0,6156,6307.65,948.73,221.27,727.46,76.6
767,CLONAZEPAM 1 MG TABS,93083301,6,0,269,289.99,43.29,5.91,37.38,86.3
768,CLONAZEPAM 1 MG TABS,93083305,7,0,284,312.82,48.22,5.8,42.42,87.9
769,CLONAZEPAM 1 MG TABS,16729013716,4,0,330,322.15,38.03,8.98,29.05,76.3
770,CLONAZEPAM 1 MG TABS,16714075002,18,0,944,966.18,152.69,42.16,110.53,72.3
771,CLONAZEPAM 1 MG TABS,16729013700,2,0,90,96.95,15.82,2.79,13.03,82.3
772,CLONAZEPAM 1 MG TABS,228300450,1,0,60,58.76,11.13,2.04,9.09,81.6
773,CLONAZEPAM 1 MG TBDP,555009796,1,0,12,27.78,19.57,6,13.57,69.3
774,CLONAZEPAM 2 MG TABS,16714075102,3,0,150,202.9,25.6,9.08,16.52,64.5
775,CLONAZEPAM 2 MG TABS,228300511,18,0,1200,1600.8,129.34,49.57,79.77,61.6
776,CLONAZEPAM 2 MG TABS,16714075101,3,0,150,207.52,18.67,6,12.67,67.8
777,CLONAZEPAM 2 MG TABS,228300550,19,0,1062,1485.64,203.34,46.07,157.27,77.3
778,CLONIDINE 0.1 MG/24HR PTWK,378087199,1,0,4,142.49,93.54,52,41.54,44.4
779,CLONIDINE HCL 0.1 MG TABS,228212750,9,21,1874,775.47,250.52,58.07,192.45,76.8
780,CLONIDINE HCL 0.1 MG TABS,378015210,27,24,3507,1240.64,414.2,133.25,280.95,67.8
781,CLONIDINE HCL 0.1 MG TABS,53489021510,6,4,480,200,98.39,24.7,73.69,74.8
782,CLONIDINE HCL 0.1 MG TABS,378015201,4,9,1070,361.12,125.21,44.94,80.27,64.1
783,CLONIDINE HCL 0.1 MG TABS,228212710,2,1,210,84.39,20.41,6.62,13.79,67.5
784,CLONIDINE HCL 0.2 MG TABS,228212810,1,3,360,175.16,40.74,16.76,23.98,58.8
785,CLONIDINE HCL 0.2 MG TABS,378018610,3,5,480,228.16,62.33,32.52,29.81,47.8
786,CLONIDINE HCL 0.2 MG TABS,378018601,2,2,300,135.23,41.17,14.2,26.97,65.5
787,CLONIDINE HCL 0.3 MG TABS,228212910,6,4,560,393.44,59.75,27.86,31.89,53.3
788,CLOPIDOGREL 75 MG TABLET,33342006015,6,11,570,3912.62,136.86,62.7,74.16,54.1
789,CLOPIDOGREL 75 MG TABLET,47335089413,27,47,2845,20516.78,576.59,213.37,363.22,62.9
790,CLOPIDOGREL 75 MG TABLET,13668014130,14,31,1574,10784.88,477.59,268.29,209.3,43.8
791,CLOPIDOGREL 75 MG TABLET,93731498,5,15,884,6353.54,206.21,165.74,40.47,19.6
792,CLOPIDOGREL 75 MG TABLET,13668014105,13,13,996,6799.76,208.51,168.11,40.4,19.3
793,CLOPIDOGREL 75 MG TABLET,47335089483,6,7,382,2785.51,529.83,29.39,500.44,94.4
794,CLORAZEPATE 15 MG TABLET,378007001,9,0,536,2595.53,1450.94,1164.54,286.4,19.7
795,CLORAZEPATE 7.5 MG TABLET,378004001,1,0,30,95.31,54.37,37.62,16.75,30.8
796,CLOTRIMAZOLE 1 % CREA,45802043411,20,16,1200,703.24,199.45,106,93.45,46.8
797,CLOTRIMAZOLE 1 % CREA,51672127507,15,14,975,992,455.9,391.08,64.82,14.2
798,CLOTRIMAZOLE 1 % CREA,51672127506,1,0,90,107.9,10.55,32.12,-21.57,0
799,CLOTRIMAZOLE 1 % CREA,68462018135,3,4,240,348.41,114.82,50.8,64.02,55.7
800,CLOTRIMAZOLE 1 % SOLN,51672126003,2,1,90,254.19,75,139.5,-64.5,0
801,CLOTRIMAZOLE 1 % SOLN,51672203701,1,2,30,165.39,108.3,85.61,22.69,20.9
802,CLOTRIMAZOLE 1 % SOLN,10135067181,2,1,30,131.04,52,32.98,19.02,36.5
803,CLOTRIMAZOLE 1% CREAM,904782231,2,0,61,525.65,174.94,142.74,32.2,18.4
804,CLOTRIMAZOLE-BETAMETHASONE,66993089845,1,4,225,418.1,36.74,120,-83.26,0
805,CLOTRIMAZOLE-BETAMETHASONE,16714049601,3,0,45,142.44,26.49,12,14.49,54.6
806,CLOTRIMAZOLE-BETAMETHASONE,168025846,10,4,540,662.72,215.46,233.28,-17.82,0
807,CLOTRIMAZOLE-BETAMETHASONE,16714049602,9,3,555,1000.73,419.82,97.68,322.14,76.7
808,CLOTRIMAZOLE-BETAMETHASONE,168025815,2,0,75,121.15,80.87,51.65,29.22,36.1
809,CLOTRIMAZOLE-BETAMETHASONE,51672404801,2,0,45,112.16,15.66,49.02,-33.36,0
810,CLOTRIMAZOLE-BETAMETHASONE,51672404806,1,0,45,97.76,11.68,35.17,-23.49,0
811,CLOZAPINE 100 MG TABS,378086001,11,1,653,2352.31,532.22,341.16,191.06,35.8
812,CLOZAPINE 100 MG TABS,57664034713,18,5,1869,6210.85,1675.07,544.29,1130.78,67.5
813,CLOZAPINE 100 MG TABS,65862084605,5,0,306,1056.5,540.98,105.57,435.41,80.4
814,CLOZAPINE 200 MG TABS,378097301,10,0,300,1996.9,571.96,636.68,-64.72,0
815,CLOZAPINE 25 MG TABS,378082501,9,0,390,604.53,181.6,112.3,69.3,38.1
816,CLOZAPINE 25 MG TABS,51862027105,11,0,600,597.49,236.43,141.19,95.24,40.2
817,CLOZAPINE 50 MG TABS,57664024188,3,4,303,569.95,269.87,238.04,31.83,11.7
818,COENZYME Q-10 100 MG CAPS,904588246,3,14,510,419.73,225,180.03,44.97,19.9
819,COLCHICINE 0.6 MG TABS,66993016502,2,2,81,585.61,476.86,451.28,25.58,5.3
820,COLCRYS 0.6 MG TABS,64764011907,1,0,30,261.33,261.33,201.06,60.27,23
821,COLD PACK INSTANT,16784045121,2,3,120,110,120,90,30,25
822,COLESEVELAM HCL 625 MG TABS,51660099628,3,4,420,1642.2,1043.46,371,672.46,64.4
823,COMBIGAN 0.2-0.5 % SOLN,23921105,14,25,195,8642.4,7184.06,6586.85,597.21,8.3
824,COMBINE PADS,61678435012,2,0,63,29.45,42,9.45,32.55,77.5
825,COMBIVENT RESPIMAT INHAL SP,597002402,5,3,32,3942.16,3317.45,3089.76,227.69,6.8
826,COMMODE,22383013613,1,0,1,145,145,135,10,6.8
827,COMPOUND W 40 % PADS,75137059510,1,1,28,34,34,11.76,22.24,65.4
828,COMPRESSION SOCK LG 10-15,21734016732,1,2,3,60,80,45,35,43.7
829,COMPRESSION SOCK MED 10-15,55555444433,0,1,1,25,25,15,10,40
830,CONSTULOSE 10 GM/15ML SOLN,45963043965,0,2,7200,533.36,164.12,513.36,-349.24,0
831,CONTOUR NEXT EZ METER,193725201,1,0,1,28,15.7,15.38,0.32,2
832,CONTOUR NEXT LEV 2 CONTROL,193731401,1,0,1,18.4,10,7.5,2.5,25
833,CONTOUR NEXT MEDICARE,193730850,2,4,400,116,82.6,54.24,28.36,34.3
834,CONTOUR NEXT TEST STRP,193731150,1,2,200,294,223.43,157.63,65.8,29.4
835,CONTOUR NEXT TEST STRP,193731221,9,15,2200,3144,2441.5,1777.66,663.84,27.1
836,CONTOUR TEST STRIP MEDICARE,193709750,2,0,200,5218,2625.64,4000,-1374.36,0
837,CONTOUR TEST STRP,193708050,1,5,300,456,185.28,338.28,-153,0
838,CONTOUR TEST STRP,193707025,2,2,300,436,141.52,396,-254.48,0
839,COPPERTONE CONTINUOUS SPRAY,11523733801,1,0,6,10.3,66,0.24,65.76,99.6
840,COPPERTONE SPF 50SPRAY,11523722801,4,0,15,159.85,141,100.77,40.23,28.5
841,COPPERTONE SPORT CONT SPR 7,41100000223,3,1,69,454,726,530.61,195.39,26.9
842,CORICIDIN HBP COUGH COLD,41100081138,3,0,64,158,33,291.84,-258.84,0
843,CORN CUSHIONS PADS,40986001419,1,0,1,10.1,4,94.44,-90.44,0
844,CORVITE FE TABS,68025006030,1,0,30,199,199,151.21,47.79,24
845,COTTON ROUNDS,10939087133,1,0,80,11.6,3,1.6,1.4,46.6
846,COUGH SYRUP 100 MG/5ML SYRP,536082585,3,0,660,36.85,13.1,5.28,7.82,59.6
847,COUMADIN 2 MG TABS,56017070,2,5,670,1799.43,1389.11,1393.03,-3.92,0
848,COUMADIN 2.5 MG TABS,56017670,3,1,120,359.6,257.32,258.34,-1.02,0
849,COUMADIN 5 MG TABS,56017270,6,9,420,1315.92,940.59,932.69,7.9,0.8
850,COUMADIN 7.5 MG TABS,56017370,2,2,105,428.53,313.59,314.53,-0.94,0
851,CPR KEY CHAINS,55442021100,2,0,10,30,30,12,18,60
852,CPR MASK ADULT,34782005538,1,0,2,16,20,12,8,40
853,CRANBERERY 250MG CAPSULE,7610004012,2,10,720,177.6,86,43.2,42.8,49.7
854,CRANBERRY CONCENTRATE 500 M,54629000020,1,2,84,36.03,15,6.99,8.01,53.4
855,CREON 36000 UNIT CPEP,32301628,1,0,30,346.93,287.05,269.54,17.51,6
856,CREON 36000 UNIT CPEP,32301613,1,2,270,3062.73,2628.27,2426.19,202.08,7.6
857,CROMOLYN SODIUM NASAL SPRAY,57782039726,1,7,208,183.2,148,56.72,91.28,61.6
858,CULTURELLE,4910040009,4,14,810,504,594,396.9,197.1,33.1
859,CURAD NON-STICK PADS,80196030020,2,4,80,93.76,40,19.2,20.8,52
860,CURITY GAUZE SPONGES,8080255600,1,0,20,10.65,10,0.02,9.98,99.8
861,CURITY GAUZE SPONGES,8080214600,1,0,1,10.01,0,0,0,0
